ref_id	voisins_m	voisins_f	
126	['brouillon_ADJ', 'caricatural_ADJ', 'cabotin_ADJ', 'antipathique_ADJ', 'malhabile_ADJ', 'brillant_VER', 'gaffeur_NOM', 'convaincant_ADJ', 'opportuniste_ADJ', 'colérique_ADJ']	['manipulatrice_ADJ', 'timorée_ADJ', 'brouillonne_ADJ', 'simpliste_ADJ', 'alambiquée_VER', 'malhabile_ADJ', 'malheureuse_ADJ', 'naïve_ADJ', 'tortueuse_ADJ', 'superficielle_ADJ']	
127	['malheureux_ADJ', 'bourreaux_NOM', 'naufragés_NOM', 'malheur_NOM', 'paumés_NOM', 'héros_NOM', 'diables_NOM', 'gueux_NOM', 'envieux_NOM', 'envieux_ADJ']	['maladroite_ADJ', 'douloureuse_ADJ', 'tragique_ADJ', 'désespérée_VER', 'malencontreuse_ADJ', 'mauvaise_ADJ', 'naïve_ADJ', 'désespérée_ADJ', 'triste_ADJ', 'malheureux_ADJ']	
128	['dieu_NOM', 'matin_NOM', 'proverbe_NOM', 'dingue_ADJ', 'diable_NOM', 'pauvre_NOM', 'prénommé_VER', 'bougre_NOM', 'perroquet_NOM', 'théologien_NOM']	['tumeur_NOM', 'cancéreuse_ADJ', 'malformation_NOM', 'rectum_NOM', 'cirrhose_NOM', 'ablation_NOM', 'larynx_NOM', 'jaunisse_NOM', 'abdominale_ADJ', 'côlon_NOM']	
129	['reptile_ADJ', 'dompteur_NOM', 'pissenlit_NOM', 'carnivore_ADJ', 'porc-épic_NOM', 'reptile_NOM', 'tibo_NAM', 'carnivores_ADJ', 'prunier_NOM', 'condiment_NOM']	['bactérie_NOM', 'creutzfeldt-jakob_NAM', 'clostridium_NAM', 'infectieuse_ADJ', 'intoxication_NOM', 'coli_NOM', 'crohn_NAM', 'syphilis_NOM', 'gastro-entérite_NOM', 'morsure_NOM']	
130	['collectionneur_NOM', 'vendeur_NOM', 'antiquaire_NOM', 'revendeur_NOM', 'commerçant_NOM', 'négociant_NOM', 'berger_NOM', 'restaurateur_NOM', 'importateur_NOM', 'marchand_ADJ']	['valeur_NOM', 'commerciale_ADJ', 'nominale_ADJ', 'logique_NOM', 'locative_ADJ', '4100$_NAM', 'libellée_VER', 'intrinsèque_ADJ', 'râleur_NOM', 'celled_NOM']	
131	['meilleure_ADJ', 'pire_ADJ', 'meilleurs_ADJ', 'oscar_NOM', 'mauvais_ADJ', 'trophée_NOM', 'meilleures_ADJ', 'kechiche_NAM', 'gagnant_VER', 'merveilleux_ADJ']	['meilleur_ADJ', 'bonne_ADJ', 'excellente_ADJ', 'mauvaise_ADJ', 'meilleures_ADJ', 'adéquate_ADJ', 'optimale_ADJ', 'pire_ADJ', 'avantageuse_ADJ', 'intéressante_ADJ']	
132	['mexicain_ADJ', 'péruvien_NOM', 'benicio_NAM', 'carlos_NAM', 'inarritu_NAM', 'brésilien_NAM', 'reygadas_NAM', 'gael_NAM', 'colombien_NAM', 'antonio_NAM']	['brésilienne_ADJ', 'lôpez_NAM', 'mexicaine_ADJ', 'paz_NAM', 'gauche_ADJ', 'indienne_NOM', 'fmln_NAM', 'obrador_NAM', 'espagnole_ADJ', 'cruz_NAM']	
133	['mineur_ADJ', 'adolescent_NOM', 'récidiviste_NOM', 'majeur_NOM', 'prémédité_VER', 'mineurs_NOM', 'viol_NOM', 'sonate_NOM', 'continuo_NOM', 'schumann_NOM']	['adolescente_NOM', 'étudiante_NOM', 'attouchements_NOM', 'majeure_NOM', 'counseling_NOM', 'inculpée_VER', 'non-coupable_ADJ', 'agression_NOM', 'inconduite_NOM', 'sexuels_ADJ']	
134	['disparition_NOM', 'pendaison_NOM', 'mort_VER', 'mourir_VER', 'condamnation_NOM', 'assassinat_NOM', 'décapitation_NOM', 'meurtre_NOM', 'commuée_VER', 'noyade_NOM']	['fillette_NOM', 'meurtrière_NOM', 'mère_NOM', 'narratrice_NOM', 'fide_NOM', 'blessée_ADJ', 'consentante_ADJ', 'confidente_NOM', 'ensanglantée_VER', 'mamie_NOM']	
135	['tremblante_NOM', 'lapin_NOM', 'bovin_NOM', 'vache_NOM', 'roquefort_NOM', 'cochon_NOM', 'wapiti_NOM', 'singe_NOM', 'chèvre_NOM', 'moutons_NOM']	['chèvre_NOM', 'dolly_NAM', 'carottes_NOM', 'fumé_ADJ', 'moutons_NOM', 'poêlé_VER', 'agneau_NOM', 'fromage_NOM', 'wapiti_NOM', 'pied-de-vent_NOM']	
136	['baroque_NOM', 'kurosawa_NAM', 'opératique_ADJ', 'kieslowski_NAM', 'film-culte_NOM', 'berio_NAM', 'compositeur_NOM', 'wajda_NAM', 'nèg_NOM', 'fassbinder_NAM']	['silencieuse_ADJ', 'muet_ADJ', 'restée_VER', 'absente_ADJ', 'impuissante_ADJ', 'collée_VER', 'confuse_ADJ', 'manipulatrice_ADJ', 'sourde_ADJ', 'discrète_ADJ']	
137	['compositeur_NOM', 'chanteur_NOM', 'guitariste_NOM', 'pianiste_NOM', 'comédien_NOM', 'artiste_NOM', 'batteur_NOM', 'créateur_NOM', 'trompettiste_NOM', 'saxophoniste_NOM']	['chanteuse_NOM', 'comédienne_NOM', 'choriste_NOM', 'femme_NOM', 'musicien_NOM', 'interprète_NOM', 'amoureuse_NOM', 'artiste_ADJ', 'enseignante_ADJ', 'conteuse_NOM']	
138	['musulman_ADJ', 'politicien_NOM', 'dignitaire_NOM', 'juif_NOM', 'terroriste_NOM', 'militaire_NOM', 'séparatiste_NOM', 'soldat_NOM', 'social-démocrate_NOM', 'policier_NOM']	['musulmane_ADJ', 'chrétienne_NOM', 'immigrante_NOM', 'féministe_NOM', 'croyante_ADJ', 'théocratie_NOM', 'agnostique_ADJ', 'écolière_NOM', 'amara_NAM', 'afghane_NOM']	
139	['sprinter_NOM', 'athlète_NOM', 'médaillé_VER', 'plongeur_NOM', 'nageur_ADJ', 'thorpe_NAM', 'sprinteur_NOM', 'joueur_NOM', 'golfeur_NOM', 'usain_NAM']	['athlète_NOM', 'plongeuse_NOM', 'skieuse_NOM', 'coureuse_NOM', 'âgée_ADJ', 'synchronisée_VER', 'patineuse_NOM', 'gymnaste_NOM', 'felicien_NAM', 'joueuse_NOM']	
140	['japonais_ADJ', 'indien_ADJ', 'chinois_ADJ', 'allemand_ADJ', 'italien_ADJ', 'coréen_ADJ', 'brésilien_ADJ', 'mexicain_ADJ', 'danois_ADJ', 'japonaise_ADJ']	['japonaise_ADJ', 'chinoise_ADJ', 'américaine_ADJ', 'suédoise_ADJ', 'nipponne_ADJ', 'thaïlandaise_ADJ', 'indienne_ADJ', 'allemande_ADJ', 'mexicaine_ADJ', 'sud-coréenne_ADJ']	
141	['nouveau_ADJ', 'kent_NAM', 'ancien_NOM', 'harmonia_VER', 'tharaud_NAM', 'cd_ABR', 'mls/sia_NOM', 'mullova_NAM', 'philips_NAM', 'juin-juillet_NOM']	['nouvelle_ADJ', 'dernière_NOM', 'revue_NOM', 'bonne_NOM', 'petite_NOM', 'transaction_NOM', 'concurrente_NOM', 'muse_NOM', 'sonata_NOM', 'nouvede_NOM']	
142	['aucun_PRO', 'personne_ADV', 'nulle_ADJ', 'rien_NOM', 'doute_NOM', 'rien_ADV', 'seul_ADJ', 'quel_PRO', 'jamais_ADV', 'certitude_NOM']	['nul_ADJ', 'rien_NOM', 'pareil_ADV', 'jamais_ADV', 'aucune_PRO', 'ailleurs_ADV', 'insignifiante_ADJ', 'autre_ADJ', 'partout_ADV', 'pratiquement_ADV']	
143	['écrivain_NOM', 'journaliste_NOM', 'préfacier_NOM', 'chroniqueur_NOM', 'diplomate_NOM', 'historien_NOM', 'commentateur_NOM', 'philosophe_NOM', 'essayiste_NOM', 'juriste_NOM']	['spectatrice_NOM', 'intellectuelle_NOM', 'habituée_ADJ', 'représentante_NOM', 'réalisatrice_NOM', 'féministe_NOM', 'experte_ADJ', 'observateur_NOM', 'consultante_ADJ', 'comédienne_NOM']	
144	['occidental_ADJ', 'virus_NOM', 'occident_NAM', 'trieste_NAM', 'occidentale_ADJ', 'ebola_NOM', 'hallucination_NOM', 'affamé_ADJ', 'imaginaire_ADJ', 'nihilisme_NOM']	['occidentale_ADJ', 'islamisme_NOM', 'féodale_ADJ', 'laïcité_NOM', 'démocratie_NOM', 'islamisation_NOM', 'rationaliste_ADJ', 'idéologie_NOM', 'théocratie_NOM', 'islam_NOM']	
145	['occupante_ADJ', 'occupants_NOM', 'propriétaire_NOM', 'envahisseur_NOM', 'ennemi_NOM', 'sioniste_ADJ', 'immeuble_NOM', 'oppresseur_NOM', 'occupation_NOM', 'armée_NOM']	['interposition_NOM', 'israël_NAM', 'is-raël_NAM', 'hezbollah_NAM', 'hébreu_ADJ', 'lsraël_ADJ', 'chebaa_NAM', 'occupant_NOM', 'sioniste_ADJ', 'hamas_NOM']	
146	['adversaire_NOM', 'rival_NOM', 'raila_VER', 'opposant_VER', 'allié_NOM', 'ex-vice-président_NOM', 'candidat_NOM', 'ultranationaliste_NOM', 'ultraconservateur_ADJ', 'yoweri_NAM']	['opposante_ADJ', 'suu_NAM', 'kyi_NAM', 'birmane_ADJ', 'aung_NAM', 'rangoun_NAM', 'junte_NOM', 'rangoon_NAM', 'shirin_NAM', 'ebadi_NAM']	
147	['organisateur_ADJ', 'organisatrice_NOM', 'ex-député_NOM', 'chef_NOM', 'argentier_NOM', 'coprésident_NOM', 'ex-directeur_NOM', 'animateur_NOM', 'conservateur_NOM', 'ancien_ADJ']	['organisateur_NOM', 'organisatrice_ADJ', 'instigatrice_NOM', 'présidente_NOM', 'coordonnatrice_NOM', 'directrice_NOM', 'coprésidente_NOM', 'historienne_NOM', 'intervenante_NOM', 'organisatrices_NOM']	
148	['peureux_ADJ', 'superstitieux_ADJ', 'imbu_VER', 'vaniteux_ADJ', 'courageux_ADJ', 'arrogant_ADJ', 'incompris_ADJ', 'rusé_ADJ', 'rusé_VER', 'manipulateur_ADJ']	['idéalisation_NOM', 'désabusée_VER', 'têtue_ADJ', 'névrosée_ADJ', 'timorée_ADJ', 'ignorante_ADJ', 'conquérante_ADJ', 'impudique_ADJ', 'souffrante_ADJ', 'coquetterie_NOM']	
149	['original_ADJ', 'copie_NOM', 'copie_VER', 'photocopie_NOM', 'exemplaire_NOM', 'inédit_NOM', 'fac-similé_NOM', 'soumission/bordereau_NOM', '3°_ABR', 'divertissant_ADJ']	['sous-titrée_VER', 'version_NOM', 'sous-titres_NOM', 'musicale_ADJ', 'sonore_ADJ', 'inédite_ADJ', '280$_NAM', 'géniale_ADJ', 'i--famous_NOM', 'brillante_ADJ']	
150	['garçon_NOM', 'adolescent_NOM', 'orphelin_ADJ', 'enfant_NOM', 'homme_NOM', 'instituteur_NOM', 'ivrogne_ADJ', 'héros_NOM', 'amant_NOM', 'orpheline_NOM']	['esseulée_ADJ', 'fenune_NOM', 'fille_NOM', 'adolescente_NOM', 'fillette_NOM', 'mère_NOM', 'bourgeoise_NOM', 'femme_NOM', 'narratrice_NOM', 'institutrice_NOM']	
151	['phoque_NOM', 'polaires_ADJ', 'singes_NOM', 'loups_NOM', 'caribous_NOM', 'polaire_ADJ', 'éléphants_NOM', 'phoques_NOM', 'zèbres_NOM', 'renard_NOM']	['marie-sissi_NAM', 'fred-dy_NAM', 'ourse_NAM', 'bestiole_NOM', 'ménagerie_NOM', 'narratrice_NOM', 'sissi_NAM', 'wallander_NAM', 'zabou_NAM', 'auteure_NOM']	
152	['enfant_NOM', 'enseignant_NOM', 'handicapé_ADJ', 'garçon_NOM', 'père_NOM', 'conjoint_NOM', 'élève_NOM', 'parents_NOM', 'autiste_ADJ', 'patient_NOM']	['cousine_NOM', 'nourrice_NOM', 'céans_ADV', 'mère_NOM', 'religieuse_NOM', 'jaunisse_NOM', 'femelle_NOM', 'fillette_NOM', 'acariâtre_ADJ', 'rubidium_NOM']	
153	['paresseux_ADJ', 'peureux_ADJ', 'vaniteux_ADJ', 'incompétents_ADJ', 'arboricole_ADJ', 'adorables_ADJ', 'snobs_NOM', 'grimpante_ADJ', 'bourgeois_NOM', 'menteurs_ADJ']	['lassante_ADJ', 'mièvre_ADJ', 'têtue_ADJ', 'nonchalante_ADJ', 'glaciale_ADJ', 'douce-amère_NOM', 'cruelle_ADJ', 'ennuyante_ADJ', 'lascive_ADJ', 'ennuyeuse_ADJ']	
154	['citoyen_NOM', 'employé_NOM', 'travailleur_NOM', 'étudiant_NOM', 'participants_NOM', 'observateur_NOM', 'intervenant_NOM', 'fonctionnaire_NOM', 'cotisant_NOM', 'employeur_NOM']	['houda-pépin_NAM', 'spectatrice_NOM', 'participait_VER', 'admiratrice_NOM', 'employée_NOM', 'joueuse_NOM', 'passagère_NOM', 'enseignante_NOM', 'réceptive_ADJ', 'participants_NOM']	
155	['passant_VER', 'auberges_NOM', 'sirotant_VER', 'souriant_VER', 'chauffeur_NOM', 'écolier_NOM', 'badaud_NOM', 'matelot_NOM', 'rutilant_ADJ', 'policier_NOM']	['bande_NOM', 'télédistribution_NOM', 'téléchargement_NOM', 'sans-fil_NOM', 'wi-fi_NAM', 'connexion_NOM', 'analogique_ADJ', 'câble_NOM', 'débit_NOM', 'optique_ADJ']	
156	['patient_ADJ', 'médecin_NOM', 'patients_NOM', 'patiente_NOM', 'malade_NOM', 'médicament_NOM', 'nouveau-né_NOM', 'ophtalmologiste_NOM', 'médication_NOM', 'médical_ADJ']	['patient_NOM', 'médecin_NOM', 'infirmière_NOM', 'séropositive_ADJ', 'mère_NOM', 'chirurgienne_NOM', 'patientes_NOM', 'patients_NOM', 'chimiothérapie_NOM', 'prostituée_NOM']	
157	['athlète_NOM', 'joueur_NOM', 'skieur_NOM', 'attaquant_NOM', 'natif_ADJ', 'sprinter_NOM', 'hockeyeur_NOM', 'ailier_NOM', 'pominville_NAM', 'entraîneur_NOM']	['coureuse_NOM', 'klassen_NAM', 'skieuse_NOM', 'médaillée_VER', 'championne_NOM', 'plongeuse_NOM', 'catriona_NAM', 'patineuses_NOM', 'athlète_NOM', 'muenzer_NAM']	
158	['président_NOM', 'pdg_NOM', 'president_NOM', 'p.-d.g_NOM', 'ex-patron_NOM', 'président-directeur_NOM', 'dirigeant_NOM', 'vice-président_NOM', 'fondateur_NOM', 'prérident_NOM']	['directrice_NOM', 'présidente_NOM', 'ambassadrice_NOM', 'patron_NOM', 'mère_NOM', 'représentante_NOM', 'gérante_NOM', 'maman_NOM', 'dirigeante_NOM', 'interviewée_VER']	
159	['fermier_NOM', 'commerçant_NOM', 'grand-père_NOM', 'garçon_NOM', 'policier_NOM', 'cultivateur_NOM', 'paysan_ADJ', 'bûcheron_NOM', 'cow-boy_NOM', 'vieillard_NOM']	['islet-sur-mer_NOM', 'upa_NAM', 'union_NOM', 'tunion_NAM', 'lunion_NOM', 'bové_NAM', 'biologique_ADJ', 'upa_ABR', 'salami_NOM', 'equiterre_NOM']	
160	['gagnant_NOM', 'gagnant_VER', 'favori_NOM', 'perdant_VER', 'vainqueur_NOM', 'absent_NOM', 'perdante_NOM', 'perdants_NOM', 'victorieux_ADJ', 'fédéraliste_NOM']	['favorite_NOM', 'perdant_NOM', 'absente_NOM', 'gagnante_NOM', 'victorieuse_ADJ', 'sortante_ADJ', 'habituée_ADJ', 'spectatrice_NOM', 'favori_NOM', 'grandie_VER']	
161	['vistaact_NAM', '3,77_NUM', "p'tit_NOM", '1259.63_NUM', ',42_NUM', 'salaud_NOM', '11,89_NUM', 'reptile_NOM', ':$_ABR', 'clone_NOM']	['fille_NOM', 'cousine_NOM', 'vieille_NOM', 'créature_NOM', 'voisine_NOM', 'tante_NOM', 'bibitte_NOM', 'machine_NOM', 'petite_ADJ', 'lesbienne_NOM']	
162	['médecin_NOM', 'physiothérapeute_NOM', 'pharmaciens_NOM', 'dentiste_NOM', 'omnipraticien_NOM', 'psychologue_NOM', 'infirmière_NOM', 'pharmacie_NOM', 'patient_NOM', 'chirurgien_NOM']	['sage-femme_NOM', 'infirmière_NOM', 'conjointe_NOM', 'radiologiste_NOM', 'pédopsychiatre_NOM', 'boulet_NOM', 'patiente_NOM', 'psychothérapeute_NOM', 'intervenante_NOM', 'assermentée_VER']	
163	['bouleau_NOM', 'pàp_NAM', 'peuplier_NOM', 'geordie_NAM', 'wigwam_NOM', 'oiseau_NOM', 'orangé_NOM', 'écu_NOM', 'aubergine_NOM', 'balustrade_NOM']	['622-0642_NUM', 'coudres_NOM', 'île-aux-coudres_NOM', 'isle_NOM', 'roche_NOM', '697-8566_NUM', 'www.battures.ca_NOM', '1-877-688-5201_NUM', '-800-463-6283_NUM', '1-800-668-8234_NUM']	
164	['nageur_ADJ', 'nageur_NOM', 'despatie_NAM', 'athlète_NOM', 'plongeuse_NOM', 'plongeurs_NOM', 'haltérophile_NOM', 'skieur_NOM', 'sprinter_NOM', 'capitaine_NOM']	['heymans_NAM', 'skieuse_NOM', 'nageuse_NOM', 'athlète_NOM', 'coureuse_NOM', 'benfeito_NAM', 'patineuse_NOM', 'joueuse_NOM', 'meaghan_NAM', 'championne_NOM']	
165	['politicien_ADJ', 'libéral_NOM', 'intellectuel_NOM', 'souverainiste_NOM', 'démagogue_NOM', 'nationaliste_NOM', 'candidat_NOM', 'écrivain_NOM', 'militant_ADJ', 'social-démocrate_NOM']	['militante_ADJ', 'politicienne_ADJ', 'pasionaria_NOM', 'candidate_NOM', 'féministe_NOM', 'comédienne_NOM', 'libérale_NOM', 'politicien_NOM', 'aguerrie_VER', 'acariâtre_ADJ']	
166	['viande_NOM', 'volaille_NOM', 'poulet_NOM', 'maïs_NOM', 'rôti_NOM', 'saumon_NOM', 'pommes_NOM', 'bétail_NOM', 'lait_NOM', 'foie_NOM']	['fermière_NOM', 'chou-fleur_NOM', 'mayonnaise_ADJ', 'boulette_NOM', 'baronne_NOM', 'cuite_NOM', 'nourrice_NOM', 'friandise_NOM', 'grillée_ADJ', 'longe_NOM']	
167	['portugais_ADJ', 'espagnols_NOM', 'italien_NOM', 'brésiliens_NAM', 'espagnol_ADJ', 'espagnol_NOM', 'suédois_NOM', 'néerlandais_NOM', 'italiens_NOM', 'polonais_NOM']	['italienne_ADJ', 'espagnole_ADJ', 'brésilienne_ADJ', 'mexicaine_ADJ', 'française_ADJ', 'indienne_ADJ', 'suédoise_ADJ', 'chinoise_ADJ', 'japonaise_ADJ', 'polonaise_ADJ']	
168	['viande_NOM', 'agneau_NOM', 'riz_NOM', 'volaille_NOM', 'porc_NOM', 'crevettes_NOM', 'rôti_NOM', 'canard_NOM', 'soja_NOM', 'jambon_NOM']	['chartrand_NAM', 'falar-deau_NAM', 'dansereau_NAM', 'boujenah_NAM', 'rôti_ADJ', 'graton_NOM', 'dujardin_NAM', 'char-trand_NAM', 'bematchez_NAM', 'blain_NAM']	
169	['roi_NOM', 'héritier_NOM', 'princesse_NOM', 'saoud_NAM', 'camilla_NAM', 'charles_NAM', 'abdallah_NAM', 'souverain_NOM', 'fahd_NAM', 'neveu_NOM']	['fille_NOM', 'reine_NOM', 'comtesse_NOM', 'mère_NOM', 'sorcière_NOM', 'duchesse_NOM', 'maman_NOM', 'fée_NOM', 'prince_NOM', 'elisabeth_NAM']	
170	['intéressé_ADJ', 'principal_ADJ', 'couru_VER', 'montant_NOM', 'dirigeant_NOM', 'racheté_VER', 'principale_NOM', 'recteur_ADJ', 'premier_NOM', 'relationniste_NOM']	['principale_ADJ', 'intéressée_ADJ', 'présidente_NOM', 'directrice_NOM', 'munroe-blum_NAM', 'dirigeante_NOM', 'heather_NAM', 'docteure_NOM', 'elle-même_PRO', 'davida_NAM']	
171	['producteur_ADJ', 'exportateur_NOM', 'distributeur_NOM', 'fournisseur_NOM', 'distributeur_ADJ', 'exportateur_ADJ', 'fabricant_NOM', 'producteurs_NOM', 'diffuseur_NOM', 'réalisateur_NOM']	['productrice_ADJ', 'comédienne_NOM', 'réalisatrice_NOM', 'cinémaginaire_NAM', 'actrice_NOM', 'fabienne_NAM', 'scénariste_NOM', 'monteuse_NOM', 'coproducteur_NOM', 'écrivaine_NOM']	
172	['agrégé_VER', 'professeure_NOM', 'chercheur_ADJ', 'sociologie_NOM', 'émérite_ADJ', 'chercheur_NOM', 'professeur-chercheur_NOM', 'politologue_NOM', 'université_NOM', 'doctorant_VER']	['professeur_NOM', 'pro-fesseure_NOM', 'professeure_NAM', 'agrégée_VER', 'agrégé_VER', 'professeure_ADJ', 'sociologie_NOM', 'profes-seure_NOM', 'professeure_VER', 'agrégé_NOM']	
173	['professionnel_ADJ', '58-65_NUM', 'retraité_NOM', 'n-ftim_NOM', '40aine_ADJ', 'soaine_NAM', '5t1_ABR', 'découlant_VER', 'intègre_ADJ', 'enseignant_NOM']	['jolie_ADJ', 'retraitée_NOM', '50aine_ADJ', "5'2_NUM", "5'4_NUM", 'soaine_NOM', 'célibataire_ADJ', 'enjouée_ADJ', "5'5_NUM", 'cultivée_ADJ']	
174	['promis_VER', 'consentis_VER', 'proposé_VER', 'consenti_VER', 'carte-soleil_NOM', 'débloqués_VER', 'réitéré_VER', 'accordé_NOM', 'promesses_NOM', 'lancé_NOM']	['promise_VER', 'annoncée_VER', 'promises_VER', 'espérée_VER', 'honnie_VER', 'terre_NOM', 'attendue_VER', 'réclamée_VER', 'promis_VER', 'consentie_VER']	
175	['protecteur_ADJ', 'protectrice_NOM', 'coroner_NOM', 'vérificateur_NOM', 'espionnes_NOM', 'caméléon_NOM', 'files/anthologie_NOM', 'ombudsman_NOM', '..nerdz_NAM', 'citoyen_NOM']	['champoux-lesage_NAM', 'protecteur_NOM', 'ramq_NAM', 'couillard_ADJ', 'mulroney-johnson_NAM', 'conunission_NOM', 'fiiq_NAM', 'conunission_NAM', 'houda-pepin_NAM', 'vérificateur_NOM']	
176	['protestant_VER', 'paisley_NAM', 'unioniste_ADJ', 'trimble_NAM', 'catholique_ADJ', 'sinn_NAM', 'dup_NAM', 'unionistes_NOM', 'uup_NAM', 'fein_NAM']	['catholique_ADJ', 'religieuse_ADJ', 'musulmane_ADJ', 'chrétienne_ADJ', 'juive_ADJ', 'catholiques_ADJ', 'protestants_NOM', 'protestantes_ADJ', 'presbytérienne_ADJ', 'protestants_ADJ']	
177	['iconoclaste_ADJ', 'facétieux_ADJ', 'impénitent_ADJ', 'nazi_NOM', 'polémiste_NOM', 'esthète_ADJ', 'iconoclaste_NOM', 'anarchiste_NOM', 'romancier_NOM', 'académicien_NOM']	['prétentieuse_ADJ', 'subversive_ADJ', 'impertinente_ADJ', 'obsessive_ADJ', 'répétitive_ADJ', 'méprisante_ADJ', 'dérangeante_ADJ', 'iconoclaste_ADJ', 'réductrice_ADJ', 'provocation_NOM']	
178	['palmiste_NOM', 'musqué_ADJ', 'rats_NOM', 'renard_NOM', 'chat_NOM', 'es*_NOM', 'am*_NAM', 'chien_NOM', 'reptile_ADJ', 'rm_NOM']	['rate_VER', 'pnme_NAM', 'enhance_NAM', 'prune_ADJ', 'premlp_NOM', 'dilater_VER', 'nuque_NOM', 'foie_NOM', 'prune_NOM', 'raie_VER']	
179	['clergé_NOM', 'religieux_ADJ', 'prêtres_NOM', 'laïcs_NOM', 'catholiques_ADJ', 'chrétiens_NOM', 'christianisme_NOM', 'catholique_ADJ', 'catholicisme_NOM', 'religieuses_ADJ']	['mère_NOM', 'gouvernante_NOM', 'adoptive_ADJ', 'parente_NOM', 'amérindienne_NOM', 'marie-madeleine_NAM', 'otton_NAM', 'catholique_ADJ', 'prélat_NOM', 'chaste_ADJ']	
180	['rieur_ADJ', 'hleury_NAM', 'raffiné_VER', '47-55_NUM', 'n-lun_NOM', 'mi-sportif_ADJ', 'bruis_VER', 'n-ton_NOM', 'mince_INT', 'cherehe_NOM']	['n-fumeuse_ADJ', 'curieuse_ADJ', 'sensuelle_ADJ', 'enjouée_ADJ', 'passionnée_VER', 'n-fam_NOM', 'ricaneuse_ADJ', 'compréhensive_ADJ', 'élancée_ADJ', 'joviale_ADJ']	
181	['provocant_ADJ', 'séduisant_ADJ', 'réjouissant_ADJ', 'décapant_ADJ', 'cabotin_ADJ', 'fascinant_ADJ', 'amusant_ADJ', 'coquin_ADJ', 'subtil_ADJ', 'instructif_ADJ']	['amusante_ADJ', 'irrévérencieuse_ADJ', 'impertinente_ADJ', 'déjantée_VER', 'mièvre_ADJ', 'grinçante_ADJ', 'décalée_VER', 'caricaturale_ADJ', 'fascinante_ADJ', 'délicieuse_ADJ']	
182	['adversaire_NOM', 'concurrent_NOM', 'rival_ADJ', 'opposant_NOM', 'favori_NOM', 'rivale_NOM', 'successeur_NOM', 'allié_NOM', 'coéquipier_NOM', 'prédécesseur_NOM']	['concurrente_NOM', 'rival_NOM', 'américaine_NOM', 'rivale_ADJ', 'californienne_NOM', 'schett_NAM', 'adversaire_NOM', 'rivales_NOM', 'candidate_NOM', 'concurrent_NOM']	
183	['zoné_VER', 'redéveloppement_NOM', 'ouareau_NAM', 'parc_NOM', 'bowker_NAM', 'monorail_NOM', 'île-des-s_NOM', 'baignable_ADJ', 'rivière_NOM', 'aménagé_VER']	['riveraines_ADJ', 'remblais_NOM', 'humides_ADJ', 'inondable_ADJ', 'végétation_NOM', 'déboisement_NOM', 'septiques_ADJ', 'inondables_ADJ', 'tourbière_NOM', 'cheptels_NOM']	
184	['prince_NOM', 'gyanendra_NAM', 'reine_NOM', 'empereur_NOM', 'fahd_NAM', 'souverain_NOM', 'abdallah_NAM', 'pharaon_NOM', 'héritier_NOM', 'royaume_NOM']	['souveraine_NOM', 'roi_NOM', 'elizabeth_NAM', 'elisabeth_NAM', 'reine_NAM', 'princesse_NOM', 'majesté_NOM', 'gouver-neure_NOM', 'duchesse_NOM', 'gouverneure_NOM']	
185	['roux_ADJ', 'vdl2_NAM', 'durand_NAM', 'forrester_NAM', 'wolton_NAM', 'dumas_NAM', 'moustachu_ADJ', 'teint_NOM', 'chenin_NOM', 'tisseyre_NAM']	['blonde_ADJ', 'rousse_ADJ', 'châtaine_ADJ', "5'5'\\_ABR", 'blonde_NOM', '5t\\_ABR', "5'6'\\_ABR", "5'5_NUM", "5'3_NUM", '50alne_NAM']	
186	['saint_ADJ', 'jean-sur-richelieu_NAM', 'sur-richelieu_NOM', 'industriel,saint_NAM', 'baptiste_NAM', 'samt_NAM', 'industrielsaint-jean_NAM', 'industriel.saint_NAM', 'sl-jean_NAM', 'ormeaux_NOM']	['najaf_NAM', 'jihad_NOM', 'médine_NAM', 'sainte-_NAM', 'adèle_NAM', 'najaf_NOM', 'saintes_ADJ', 'martyrs_NOM', 'nadjaf_NOM', 'saint_ADJ']	
187	['philosophe_NOM', 'romancier_NOM', 'physicien_NOM', 'écrivain_NOM', 'penseur_NOM', 'poète_NOM', 'philosophe_ADJ', 'essayiste_NOM', 'mathématicien_NOM', 'historien_NOM']	['rythmée_ADJ', 'érudite_ADJ', 'entraînante_ADJ', 'instrumentale_ADJ', 'mâtinée_VER', 'formaliste_ADJ', 'cartésienne_ADJ', 'signifiante_ADJ', 'rigoureuse_ADJ', 'musicale_ADJ']	
188	['serveurs_NOM', 'progiciel_NOM', 'ordinateur_NOM', 'xp_NAM', 'utilisateur_NOM', 'windows_NOM', 'portable_ADJ', 'navigateur_NOM', 'windows_NAM', 'netscape_NOM']	['prostituée_NOM', 'copine_NOM', 'maman_NOM', 'caissière_NOM', 'narratrice_NOM', 'cuisinier_NOM', 'fille_NOM', 'chanteuse_NOM', 'réceptionniste_NOM', 'mère_NOM']	
